Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
913,13344117,"Marc Löwenstein","2025-02-15 20:41:26",0.79425,11,marclowenstein
914,13284082,"OLEH KOVAL","2025-02-17 15:25:30",0.79425,16,olkov314
915,13319550,taco0907,"2025-02-21 18:03:52",0.79425,51,taco0907
916,13317823,Gortibaldik,"2025-03-03 13:50:12",0.79425,22,gortibaldik
917,13352765,"Rohan Bhagat","2025-02-17 02:05:23",0.79425,1,rohanbhagat1
918,13354852,AlexRodionov69,"2025-02-17 11:40:07",0.79425,1,alexrodionov69
919,13355129,"Went Du","2025-02-17 12:33:44",0.79425,1,wentdu
920,10256491,"Lama Alsaif01","2025-02-19 14:35:21",0.79425,20,lamaalsaif01
921,13331871,"aveske01EDU Tallinn_02_2025","2025-02-17 18:26:14",0.79425,26,atsveske
922,13360909,"RODRIGO FABRICIO LAYME SALAS","2025-02-18 14:30:54",0.79425,1,f4bricio
923,13363029,"Zhuang Keyi","2025-02-19 02:17:57",0.79425,4,zhuangkeyi
924,13322865,"Ayman Fakhani","2025-02-19 03:09:10",0.79425,4,aymanfakhani
925,13366517,StrelitziaViolet,"2025-02-19 12:17:54",0.79425,1,strelitziaviolet
926,13374391,xinSpirit,"2025-02-20 08:56:55",0.79425,1,xinspirit
927,13386166,"Vika Cat","2025-02-22 10:46:24",0.79425,1,vikacat
928,13355672,"Victor Moreira","2025-02-27 00:31:06",0.79425,16,victorribeiromoreira
929,13371417,"Mann Motivaras","2025-02-22 17:57:37",0.79425,13,mannmotivaras
930,8094504,"Gabriel Rusu","2025-02-22 19:49:53",0.79425,18,grusu13
931,13388228,EXSans,"2025-02-23 00:48:54",0.79425,15,exsans
932,13389787,"Sophia #8","2025-03-02 07:36:25",0.79425,10,gjw123456
933,13135890,WouterBaert,"2025-02-25 21:34:54",0.79425,2,wouterbaert
934,12807512,404Simon,"2025-02-23 21:27:52",0.79425,1,simon404
935,13356810,"Subhan Malik","2025-02-25 13:45:47",0.79425,14,subhanmalik
936,13360611,"Artem Dzhalilov","2025-02-24 18:15:25",0.79425,23,artemdzhalilov
937,8821897,"Omar Vivas Eyrich","2025-03-02 04:43:29",0.79425,32,omarvivaseyrich
938,13402694,Tarnage,"2025-02-26 23:01:00",0.79425,3,tarnage
939,13401099,PedJaMy,"2025-02-26 10:27:02",0.79425,14,pedjamy
940,13404532,"Cao Huyen My","2025-02-26 18:50:01",0.79425,8,caohuyenmy
941,13396560,"Ankit Chitosiya","2025-02-26 20:37:57",0.79425,9,ankit83
942,13407656,"Huang Zihan","2025-02-27 01:52:09",0.79425,1,honneypie5732
943,13412530,"Taha Bouhsine","2025-02-27 21:43:09",0.79425,1,uiznomad
944,13414364,"Harry Potter #2","2025-02-28 06:07:17",0.79425,1,harrypottereternall
945,13207691,YumaFuruta,"2025-02-28 12:20:44",0.79425,16,yumafuruta
946,10616431,HPresence,"2025-02-28 16:35:41",0.79425,21,hpresence
947,13342435,"Gerhardt Schmidt","2025-02-28 17:27:06",0.79425,7,gerhardtschmidt
948,13395591,"Carina Pilar","2025-02-28 23:29:12",0.79425,12,carinapilar
949,13418314,"Rhythm Gauba","2025-03-01 01:36:37",0.79425,12,rhythmgauba3
950,13389513,AppleSam0616,"2025-03-01 02:05:18",0.79425,42,applesam0616
951,13403587,CricketX,"2025-03-01 05:45:57",0.79425,3,cricketx
952,13389624,enningzhang91,"2025-03-01 06:26:39",0.79425,15,enningzhang91
953,13419635,"Trieu Nguyen","2025-03-01 12:20:47",0.79425,10,trieunguyentien
954,13421572,ShuQiLim,"2025-03-01 13:27:33",0.79425,1,alexlim3308
955,13423362,Hanu258,"2025-03-01 22:40:58",0.79425,1,hanu258
956,4084224,PiGenesis75,"2025-03-02 01:36:11",0.79425,39,pigenesis75
957,13412763,"Picasso Baby","2025-03-02 02:51:34",0.79425,37,picassobaby
958,13424132,"Wei Xinyi","2025-03-02 05:11:47",0.79425,2,kagglewxy
959,13427434,"CY W001","2025-03-02 22:38:32",0.79425,8,cyw001
960,13430745,Hongdayoung,"2025-03-03 13:04:55",0.79425,3,dazero
961,13431130,Zeyuuu17,"2025-03-03 13:30:26",0.79425,1,zeyuli17
962,12991948,"Pavan Madnalwar","2025-03-03 17:52:32",0.79425,4,pavanmadnalwar123
963,13399591,Serene910,"2025-03-06 05:06:21",0.79425,14,serene910
964,13427016,MoErmeng,"2025-03-05 02:53:52",0.79425,32,moermeng
965,13438623,"Jodel Munoz","2025-03-06 02:18:15",0.79425,21,jodelmunoz
966,13442598,ReLURebel,"2025-03-05 07:13:34",0.79425,2,relurebel
967,13386128,fishcat,"2025-03-05 10:22:43",0.79425,9,fishcat37
968,13442315,"Vangmayi Paruvu","2025-03-06 06:30:21",0.79425,6,vangmayiparuvu
969,13444835,fuxiangting,"2025-03-05 15:07:58",0.79425,2,fuxiangting
970,13447448,"Jodel Muñoz","2025-03-06 02:47:16",0.79425,10,jodelmuoz
971,13447575,"Jodel B Munoz","2025-03-06 03:05:27",0.79425,10,jodelbmunoz
972,13445191,WR2242823,"2025-03-06 07:39:41",0.79425,14,hhhhhheee
973,13163856,germanicguy,"2025-01-05 11:20:45",0.79186,1,germanicguy
974,13186085,Xuzixuan420,"2025-01-05 12:50:08",0.79186,4,xuzixuan420
975,13187473,"Jason Chen #5","2025-01-05 23:13:34",0.79186,1,ice50l
976,12652811,菅井浩城,"2025-01-07 04:27:38",0.79186,20,kokisugai0225
977,6853542,"Mahmoud dev Gamal","2025-01-08 14:35:23",0.79186,3,mahmouddevgamal
978,12291048,"Bastian Bludau","2025-01-06 12:39:18",0.79186,6,bastianbludau
979,12763645,"Aniket kolhe","2025-01-08 11:37:00",0.79186,7,aniketkolhe
980,13201133,Gwendoo,"2025-01-09 16:20:15",0.79186,8,gwendoo
981,909241,"Richard Perryman","2025-01-09 16:43:39",0.79186,3,stricken1
982,13179781,"Deep  Thinkers","2025-01-10 10:16:51",0.79186,19,fridahkinda
983,12905026,"Quantum Seals","2025-01-11 18:29:31",0.79186,18,"danielbitengo,ismaelnamatsi,josephjuniorwandera"
984,13208096,oyster123,"2025-01-12 06:52:18",0.79186,3,oyster123
985,12754938,"Vinit Paramane","2025-01-14 05:25:18",0.79186,64,vinitparamane
986,5539482,"Sheng Derrick","2025-01-14 10:10:37",0.79186,23,shengderrick
987,13084790,Ricardo.M.L.C,"2025-01-12 11:01:53",0.79186,1,ricardomlc
988,13207644,"Jun SiangPeh","2025-01-12 16:21:52",0.79186,13,junsiangpeh
989,13214888,"Aryan Kakkar","2025-01-13 17:05:48",0.79186,5,aryankakkar
990,12266189,竹本,"2025-02-04 09:05:26",0.79186,6,solana4149
991,13217464,"Harshit Srivastava #3","2025-01-18 06:51:14",0.79186,39,harshitsrivastava25
992,12841185,"Meenakshi Gupta","2025-01-14 17:14:17",0.79186,2,meenakshigupta12334
993,13195206,Rsst,"2025-01-17 06:00:36",0.79186,40,"ren000,shouma0326,takeshi00100211,tenkasu"
994,13104251,"XianYang Zhou","2025-01-23 07:34:06",0.79186,7,xianyangzhou
995,13214761,"Roushan _Raj_17","2025-01-15 06:21:12",0.79186,3,roushanraj17
996,13218197,"Aleksei Antipov","2025-01-16 06:45:34",0.79186,7,alekseiantipov
997,13211379,malocko_digifemmes,"2025-01-20 13:56:33",0.79186,11,malockodigifemmes
998,10355392,"Ivan Pinkin","2025-01-15 19:38:06",0.79186,1,ivanpinkin
999,13225285,"Aazim Rafeekh","2025-01-16 10:08:28",0.79186,1,aazimrafeekh
1000,13225238,themut,"2025-01-16 10:17:55",0.79186,4,themut
1001,13224151,sikura,"2025-01-17 03:53:22",0.79186,4,sikura
1002,13227825,"Ooki Himari","2025-01-26 17:27:33",0.79186,29,ookihimari
1003,12833253,"다니엘 김","2025-02-01 13:07:41",0.79186,41,danielgyu
1004,9687451,"Kyoko Max","2025-01-19 08:59:38",0.79186,29,kyokomax
1005,13202934,"Amy Fox #2","2025-01-26 19:39:14",0.79186,25,amybehymerfox
1006,13231689,"Jefferey Wu","2025-01-19 12:54:13",0.79186,7,jeffereywu0601
1007,13235638,"Andreas Kapetanis","2025-01-20 08:47:14",0.79186,7,andreaskapetanis
1008,13239130,martjm26,"2025-01-21 03:44:33",0.79186,8,martjm26
1009,13228126,"[Deleted] 0ba552cf-30a0-44dc-974a-d92d19291223","2025-01-28 13:37:33",0.79186,21,del=92d79b2d80565049
1010,13243150,Phantomeddie,"2025-01-21 15:17:09",0.79186,1,phantomeddie
1011,13245715,Cap-gone,"2025-01-23 03:23:47",0.79186,17,capgone
1012,13248840,"xiang zuo","2025-01-27 06:28:16",0.79186,11,xiangzuo85
1013,13253129,"Roger Waltz","2025-01-26 02:17:15",0.79186,6,rogerwaltz
1014,13094229,s2z2ho,"2025-01-24 10:39:27",0.79186,5,s2z2ho
1015,13227968,"SATO Naoto","2025-01-25 09:11:33",0.79186,29,satonaoto
1016,13259017,"Sonia #3","2025-01-25 16:08:51",0.79186,1,sonia0609
1017,13263125,"Finn Bryant","2025-02-08 14:47:28",0.79186,15,finnbryant
1018,13243142,"Akito Okamoto","2025-01-29 14:52:08",0.79186,50,akitookamoto
1019,13254306,BackedTrucker307,"2025-01-27 07:14:41",0.79186,17,backedtrucker307
1020,13266146,"Patrick Labadie","2025-01-27 18:13:20",0.79186,2,patricklabadie
1021,13243670,"Jun Loh","2025-01-27 19:52:52",0.79186,5,junloh
1022,13270278,"Mehdi GLD","2025-01-28 20:36:22",0.79186,2,mehdigld
1023,13270839,"Roaa Alzanbaqi","2025-02-12 03:22:29",0.79186,61,roaaalzanbaqi
1024,13273048,MengZhicheng,"2025-01-29 16:00:38",0.79186,1,mengzhicheng
1025,13268368,"Jonas Turner","2025-01-29 18:17:06",0.79186,11,jonasturner
1026,13275157,"naka #2","2025-01-31 08:33:58",0.79186,7,nakanak
1027,13276550,zyj11133,"2025-01-30 16:22:20",0.79186,1,zyj11133
1028,13276561,nagi13,"2025-01-30 18:31:22",0.79186,9,nagi13
1029,13273074,"Kosuke Mizutani","2025-01-31 02:38:29",0.79186,15,hahahahahahahaingse
1030,13264505,Minori15,"2025-01-31 01:45:04",0.79186,20,minori15
1031,13241149,庄司俊哉,"2025-01-31 02:27:37",0.79186,17,toshi75
1032,13273108,takahashi12345,"2025-01-31 05:03:53",0.79186,14,tatatatataqw
1033,13276593,小田原瑠風,"2025-01-31 05:07:27",0.79186,3,waran1226
1034,13140081,"Bruno Ogalo","2025-01-31 08:03:18",0.79186,1,brunoogalo
1035,13272213,"satoshi tsunoda","2025-01-31 09:51:07",0.79186,13,satoshitsunoda
1036,13278955,Tsunosa,"2025-01-31 10:55:16",0.79186,9,tsunosa
1037,13279022,clive25252,"2025-01-31 11:58:36",0.79186,5,clive25252
1038,13279255,felysromande,"2025-01-31 12:33:31",0.79186,10,felysromande
1039,13273640,"Akira Imamura","2025-01-31 12:41:41",0.79186,19,akiraimamura
1040,13242884,"Fumi #3","2025-01-31 14:23:33",0.79186,12,fumi3457
1041,13279176,"Viraj Rao","2025-01-31 13:22:35",0.79186,10,virajrao101
1042,13281392,"Mukhammadarif Sakhmoldin","2025-01-31 23:25:02",0.79186,10,msakhmoldin
1043,12380040,LastZhabka,"2025-02-01 00:03:18",0.79186,16,lastzhabka
1044,13281598,"Longtao Chen","2025-03-05 02:01:53",0.79186,27,longtaochen
1045,13174735,MateusGurgel,"2025-02-06 02:09:51",0.79186,50,mateusgurgel
1046,13284263,"Dario Moreddu","2025-02-02 18:20:53",0.79186,12,dariomoreddu
1047,13287352,alena,"2025-02-02 17:49:04",0.79186,6,alenaaaaaaau
1048,4477738,"Andrey Sarmento","2025-02-06 17:39:38",0.79186,26,andreysarmento
1049,13289143,Tcairn,"2025-02-03 06:05:44",0.79186,2,tcairn
1050,5483313,harley123,"2025-02-09 12:11:19",0.79186,20,harley123
1051,13290437,"Hitesh Malla","2025-02-03 13:39:52",0.79186,6,hiteshmalla
1052,13292132,"Joey Kitcoff","2025-02-03 20:08:06",0.79186,4,joeykitcoff
1053,13292606,"Saniya Webb white","2025-02-03 23:41:01",0.79186,4,saniyawebbwhite
1054,13293753,ryoouchi,"2025-02-04 07:56:53",0.79186,4,ryoouchi
1055,13274002,vanddavw1,"2025-02-04 12:19:10",0.79186,33,vanddavw1
1056,13294973,"Paul Philippon","2025-02-04 15:04:54",0.79186,4,paulphilippon
1057,13272232,terland,"2025-02-04 16:02:31",0.79186,5,terland
1058,11301922,DavidJPatrishkoff,"2025-02-05 00:22:47",0.79186,24,davidjpatrishkoff
1059,13285930,yyleahcim,"2025-02-05 19:30:02",0.79186,4,yyleahcim
1060,13301413,"ozan kordu","2025-02-05 22:12:16",0.79186,2,ozankordu
1061,13087436,"Priya Gurjar","2025-02-06 00:50:31",0.79186,3,priyagurjar198922
1062,13301860,liuzhen,"2025-02-06 02:12:01",0.79186,2,liuzhen2
1063,12598376,"Имам Абдуллаев","2025-02-06 19:50:06",0.79186,1,imamchamp
1064,13308817,"Peizhi Huang","2025-02-07 13:00:17",0.79186,1,peizhihuang
1065,13310491,"M Ehtesham Ul Hassan Malik","2025-02-07 19:45:06",0.79186,5,mehtesham
1066,13311526,parkparkhaneul,"2025-02-08 05:06:26",0.79186,4,parkparkhaneul
1067,13314845,"Duy Nguyen #4","2025-02-16 13:04:53",0.79186,6,theyud08
1068,13304042,Val1t3,"2025-02-14 12:45:39",0.79186,5,val1t3
1069,13278358,"YUNZHEN (ZION) WU","2025-02-09 02:22:24",0.79186,16,yunzhenzionwu
1070,13302690,"Lin Htet Swe","2025-02-11 02:47:14",0.79186,25,linhtetswe
1071,13316003,"Yuncheng Li9","2025-02-09 08:24:38",0.79186,5,yunchengli9
1072,10610591,"SOUTH FLO","2025-02-12 23:46:10",0.79186,7,southflo
1073,13293948,"Kathy (Xiaoyang) Liu","2025-02-09 19:41:35",0.79186,22,kathyxiaoyangliu
1074,13309737,"Isabelle Kuder","2025-02-10 11:47:35",0.79186,26,isabellekuder
1075,13296110,lxylyy,"2025-02-09 19:41:09",0.79186,7,lxylyy
1076,618526,"Borja 2","2025-02-10 18:54:37",0.79186,2,borjabalparda
1077,13322271,"Clar Boxe SL","2025-02-10 19:32:04",0.79186,7,clarboxesl
1078,13323619,"Anmol Kaushal11","2025-02-11 03:54:52",0.79186,1,anmolkaushal11
1079,13310656,"Ryan Zhou #2","2025-02-11 17:23:39",0.79186,9,ryanzhou425
1080,13329346,"Sayak Mondal","2025-02-12 07:30:51",0.79186,1,sayakmondal
1081,13328823,"Qiqin Xu","2025-02-12 09:00:08",0.79186,10,qiqinxu
1082,13316563,christina323,"2025-02-12 12:22:03",0.79186,33,christina323
1083,13293919,"Majid Ghoodjany","2025-02-12 13:55:58",0.79186,5,majidghoodjany
1084,12296112,RobertMK94,"2025-02-13 00:24:22",0.79186,10,robertmk94
1085,13186848,somepatt!,"2025-02-14 08:30:34",0.79186,24,somepatt
1086,13306791,"Justin Z.","2025-02-14 06:47:34",0.79186,10,zjm271441
1087,13299995,"Cătălin Mihai","2025-03-04 09:20:35",0.79186,26,ctlinmihai
1088,10875876,Kangkengkhadev,"2025-02-14 09:48:32",0.79186,6,tanakritsaipahn
1089,13251431,"Rola Al-mallah","2025-02-14 16:10:20",0.79186,34,rolaalmallah
1090,12032461,lawrencecode,"2025-02-14 17:02:46",0.79186,19,lawrencecode
1091,13344548,"Choco Slime","2025-02-15 02:03:32",0.79186,1,chocoyk
1092,12426129,Jenniferlsu20,"2025-03-04 03:59:22",0.79186,90,jenniferlsu20
1093,13139879,"Muhammad Lawal Sabon-Kudi","2025-02-15 23:00:05",0.79186,10,msabonkudi
1094,13054140,"Kassa Diallo","2025-02-16 14:48:22",0.79186,1,kassadiallo
1095,13273632,"Puja Yadav","2025-03-02 20:47:27",0.79186,18,pujayadavibs24
1096,13241035,"Shine Maru","2025-02-18 00:51:33",0.79186,27,shinemaru
1097,13354214,"Idan Baruch","2025-02-21 15:06:35",0.79186,12,idanbaru
1098,13351926,"JF Le Cocq","2025-02-27 03:18:14",0.79186,35,jflecocq
1099,13361738,"Fernando Herrmann","2025-02-20 17:45:26",0.79186,13,fernandoherrmann
1100,13360949,"Матвей Вербитский","2025-02-20 10:08:39",0.79186,30,matverbitskii
1101,13362022,"Eli Haciyev","2025-02-19 08:46:37",0.79186,3,elihaciyev
1102,8872891,otsukanaoya,"2025-02-20 10:18:49",0.79186,8,otsukanaoya
1103,13322314,"Guilherme Müller","2025-02-19 20:03:57",0.79186,4,guilhermemller
1104,13372976,"Cheryl Hwang","2025-02-20 03:53:27",0.79186,1,cherylhwang8888
1105,13375611,"Alpay Tural","2025-02-20 14:33:26",0.79186,3,alpaytural
1106,12080555,"Lubos Zapotocny","2025-02-20 15:09:47",0.79186,8,luboszapotocny
1107,13353015,"Y SJ","2025-02-21 08:27:27",0.79186,5,yangshijie1112346y
1108,13376227,ABCDeath,"2025-02-21 13:44:03",0.79186,6,abcdeath
1109,13349493,"Анжелика Федорова","2025-03-04 17:59:37",0.79186,74,datageek2304
1110,5744978,"Daniel du Preez","2025-02-27 19:51:06",0.79186,16,drakendan
1111,7811869,pikaqiu,"2025-02-24 16:22:27",0.79186,40,liqiuying
1112,13386557,"Leonardo Amado Brito","2025-02-22 14:40:01",0.79186,5,leonardoamadobrito
1113,13103376,DRobinson4105,"2025-02-23 02:26:51",0.79186,16,drobinson4105
1114,13389524,"wenxun #2","2025-02-23 07:31:56",0.79186,1,wenxun0124
1115,13390558,"Nikhil Satiani","2025-02-23 15:16:22",0.79186,9,nikhilsatiani
1116,12909968,itsabhi4325,"2025-02-24 05:48:06",0.79186,1,itsabhi4325
1117,13393192,"Durgesh Patel12345123","2025-02-24 06:56:34",0.79186,2,durgeshpatel12345123
1118,13393164,"Oleg #11","2025-02-24 19:11:29",0.79186,10,complexhorseinfire
1119,13396972,"Dasi Reddy Rohith Reddy","2025-02-26 23:06:28",0.79186,7,dasireddyrohithreddy
1120,13396989,Scrumple,"2025-02-25 02:03:49",0.79186,10,scrumple
1121,13378317,"TJ Pod123","2025-02-26 19:17:17",0.79186,21,tjpod123
1122,13404035,"Ma Sum Yi","2025-03-03 09:06:11",0.79186,14,masumyi
1123,13272799,"David Grau Camps","2025-02-26 11:10:03",0.79186,31,davidgraucamps
1124,13394602,FloBri,"2025-03-05 14:42:09",0.79186,19,flobri
1125,13405967,Yoshiki44ki,"2025-03-03 10:02:00",0.79186,20,yoshiki44ki
1126,9299134,"Vadim Zhur","2025-02-28 13:51:18",0.79186,21,vadimzhur
1127,13322481,fmamadou_01EDU_dk_02_25,"2025-02-27 21:26:09",0.79186,31,fmamadou01edudk0225
1128,13407157,"Jacob Robinson #3","2025-02-26 22:40:10",0.79186,1,astukari
1129,13405456,XiaojieSAMA,"2025-02-28 05:20:47",0.79186,20,xiaojiesama
1130,12820095,muran,"2025-02-27 10:16:16",0.79186,15,muran169633
1131,13410997,"Yaroslav Zalevskii","2025-02-28 08:18:54",0.79186,9,yzalevskii
1132,13302527,"Khairgaliyev Renat","2025-02-28 10:52:38",0.79186,15,khairgaliyevrenat
1133,13416897,"Cogito Serpens7","2025-03-02 17:38:44",0.79186,28,cogitoserpens7
1134,8252151,Laszlore,"2025-02-28 17:10:05",0.79186,1,laszlore
1135,12550790,Vladyslav_ML,"2025-03-03 22:35:06",0.79186,67,vladyslavml
1136,13421639,"HƯNG NGUYỄN TIẾN","2025-03-02 11:12:14",0.79186,5,hungtiennguyen
1137,13421749,ねいさん,"2025-03-03 13:59:15",0.79186,17,neisangakitayo
1138,13416129,"Albert Sirius","2025-03-02 14:37:03",0.79186,30,albertsirius
1139,13425308,"Rushikesh Gude","2025-03-02 09:31:05",0.79186,1,rushikeshgude
1140,13424898,"Ayberk Kutlu","2025-03-02 09:41:04",0.79186,7,ayberkkutlu
1141,13415537,"Novoo Basak","2025-03-02 15:32:17",0.79186,24,novoobasak
1142,13426544,jiahaoshen,"2025-03-02 14:50:36",0.79186,1,yangya9
1143,13418639,WoodyDRN,"2025-03-02 18:59:00",0.79186,9,woodydrn
1144,13410994,RuthGilbert,"2025-03-05 12:21:37",0.79186,17,ruthgilbert
1145,13195526,jmartenstein,"2025-03-06 00:52:48",0.79186,93,jmartenstein
1146,13392448,addudui,"2025-03-05 09:35:43",0.79186,26,addudui
1147,13430008,jeongdatadba,"2025-03-03 09:33:26",0.79186,2,jeongdatadba
1148,13380467,"Amirpooya 78","2025-03-04 10:46:59",0.79186,23,amirpooya78
1149,13431860,michiodesuu,"2025-03-03 15:49:43",0.79186,1,smallweiner
1150,13435632,ParisMark,"2025-03-04 05:33:41",0.79186,1,parismark
1151,13428976,"Oblivious K","2025-03-04 06:36:40",0.79186,20,obliviousk
1152,13437493,scarletcc,"2025-03-04 11:23:56",0.79186,1,scarletll
1153,13386100,"Paul Horikx","2025-03-04 19:47:35",0.79186,24,paulhorikx
1154,13440085,"César Loubet","2025-03-05 04:52:07",0.79186,3,csarloubet
1155,13305331,"Alaina Steffen","2025-03-04 22:27:45",0.79186,3,alainasteffen
1156,13012284,"Zhonghuang Young","2025-03-05 08:36:38",0.79186,1,zhonghuangyoung
1157,13443513,lihellowd,"2025-03-05 09:34:06",0.79186,1,lihellowd
1158,13437583,"Zou Shuai Ge","2025-03-05 16:03:08",0.79186,13,zoushuaige
1159,13396582,"Gehrman Govorkov","2025-03-05 16:40:20",0.79186,25,gehrmang
1160,13189679,faazill,"2025-01-06 13:11:32",0.78947,1,faazill
1161,12903037,"Ragi Saikiran Reddy","2025-01-06 14:56:07",0.78947,5,ragisaikiranreddy
1162,12745212,"Edward John Smith - M1","2025-01-07 11:40:27",0.78947,12,"christopherini,marcelwypych,rbenamara,tilmanknauer"
1163,13027875,"Hiroshi Tanase","2025-01-12 15:14:41",0.78947,15,hiroshitanase
1164,13195198,"Saatvik Shah","2025-01-10 00:30:19",0.78947,22,saatvikshah
1165,13192353,random_779,"2025-01-08 06:16:35",0.78947,4,random779
1166,13196267,"Patcharapol Chanpen","2025-01-08 08:44:01",0.78947,1,patcharapol15
1167,13196329,Jarver3,"2025-01-08 09:11:22",0.78947,7,jarver3
1168,12742221,OMKAR647,"2025-01-09 08:19:52",0.78947,25,omkar647
1169,13180063,kaunc1208,"2025-01-08 12:29:23",0.78947,10,kaunc1208
1170,13197034,Kuan12,"2025-01-08 12:32:00",0.78947,4,kuan12
1171,13142465,"Anirudh Gokamalla","2025-01-08 16:24:00",0.78947,7,anirudhgokamalla
1172,13135879,JackyLin0628,"2025-01-08 16:16:05",0.78947,5,jackylin0628
1173,13191587,Keyes,"2025-01-08 20:03:23",0.78947,18,keyes303
1174,11254830,"Ihor Vorobets","2025-01-11 16:20:57",0.78947,14,ihorvorobets
1175,13041126,"Karen Whiteman","2025-01-13 22:51:12",0.78947,6,karenwhiteman
1176,12897597,travelalone,"2025-01-10 06:03:37",0.78947,9,travelalone
1177,13179708,"YuzeJiang ","2025-01-11 07:09:40",0.78947,17,njujyz
1178,13156715,Akotb7777,"2025-01-10 21:32:53",0.78947,2,akotb7777
1179,13181100,"Johann Speer","2025-01-10 22:42:56",0.78947,4,johannspeer
1180,11593206,rozsit,"2025-01-11 09:34:23",0.78947,20,rozsit
1181,13206677,"Rotanakpich Nget","2025-01-11 07:42:46",0.78947,3,rotanakpichnget
1182,13202068,"Bobi Hristov","2025-01-11 15:24:12",0.78947,2,bobihristov
1183,13208124,"Tobias Grün","2025-01-12 16:11:32",0.78947,13,tobiasgrn
1184,12606347,"Олег Дик","2025-01-11 19:14:16",0.78947,1,olegdik
1185,12963249,"Diego Macias","2025-01-11 19:59:43",0.78947,1,diegomacias79
1186,13202538,KEITA-KATSUMI,"2025-01-25 04:08:09",0.78947,15,keitakatsumi
1187,13062839,"souless xd","2025-01-12 08:17:19",0.78947,10,soulessxd
1188,13209658,yutanishioka,"2025-01-12 07:57:23",0.78947,1,yutanishioka
1189,13208483,daaheto01EDUabidjan_01_2025,"2025-01-12 11:06:47",0.78947,4,ahetodayawalivlic
1190,13202129,Santiperro,"2025-01-13 20:58:28",0.78947,20,santiperro
1191,13207680," mariam01EDUabj_01_2025","2025-01-13 20:32:59",0.78947,29,mariam01eduabj012025
1192,13215140,"Marco Tasca","2025-01-14 01:26:41",0.78947,7,marctasca
1193,13217075,algieba12,"2025-01-14 13:59:02",0.78947,5,algieba12
1194,13198170,"nocoulibaly 01EDU Abidjan_01_2025","2025-01-14 21:00:10",0.78947,32,nocoulibaly
1195,13218242,"yassine sabri","2025-01-24 20:55:56",0.78947,29,yassinesabri
1196,13218227,"Sam C #4","2025-01-14 21:53:08",0.78947,5,whitesugars
1197,13221126,"Bernard Meyer","2025-01-16 15:31:29",0.78947,15,bernardmeyer
1198,13224311,"Muhammad Iqbal Dasril","2025-01-16 09:33:33",0.78947,7,muhammadiqbaldasril
1199,13223201,PawelPitera,"2025-03-02 13:56:21",0.78947,22,pawelpitera
1200,13225469,"[Deleted] 4528c91f-eae1-416b-9dbe-743d005f916a","2025-01-16 16:16:17",0.78947,3,del=1dc0d186e0ae6b76
1201,13204909,"MARIE-PAULE N'DAH AMANI EPSE GAUDJI","2025-01-16 17:00:35",0.78947,18,maramani01eduabj0125
1202,1276871,DarenLee,"2025-01-18 16:09:37",0.78947,6,darenlee
1203,13230677,"Yaroslav Korkos","2025-01-21 18:10:08",0.78947,11,yaroslavkorkos
1204,13231251,"Aayushi Mahendru","2025-01-18 06:39:13",0.78947,1,aayushimahendru
1205,13231897,"Rage Arnav","2025-01-18 11:10:53",0.78947,1,arnavlasod04
1206,13232118,Kmarieange01EDUAbidjan_01_2025,"2025-01-18 16:35:59",0.78947,7,kmarieange
1207,12816473,"Adam Kulawik","2025-01-31 23:29:31",0.78947,36,adamkulawik
1208,13233578,"Luis Gastreich","2025-01-19 14:19:08",0.78947,4,luisgastreich
1209,13225301,hardypp,"2025-01-19 02:57:55",0.78947,30,hardypp
1210,13209010,Takahiro_ibadai,"2025-01-19 02:29:45",0.78947,19,takahiroibadai
1211,13233410,ARJ014,"2025-01-19 13:56:28",0.78947,10,arj014
1212,13234624,"kyoko yoshimura ","2025-01-19 10:18:28",0.78947,10,kyokoyoshimura
1213,13203825,"Satoshi Nagai","2025-02-20 07:00:38",0.78947,63,satoshinagai
1214,13237189,"Armaan Thapar","2025-01-20 04:42:24",0.78947,1,armaanthapar95
1215,9755792,tamakiiiii,"2025-01-20 06:22:30",0.78947,21,tamamaki
1216,13238750,"Chen Zhengjie","2025-01-20 12:35:25",0.78947,1,chenzhengjie
1217,13106342,K51410,"2025-01-22 08:01:56",0.78947,25,k51410
1218,13244310,DILIK,"2025-01-22 00:01:04",0.78947,12,dilikpavel
1219,5102744,"Yasushi satoh","2025-01-22 08:08:01",0.78947,1,yasushisatoh
1220,13235009,ZhaXinke,"2025-01-22 10:12:12",0.78947,16,zhaxinke
1221,13242922,"IFU SHIBA","2025-01-22 16:01:56",0.78947,7,ifushiba
1222,13247106,Jagadish_509021,"2025-01-23 09:15:03",0.78947,6,jagadish509021
1223,13202105,"malarissa 01EDU abj_01_2025","2025-01-23 15:25:05",0.78947,7,malarissadigifemmes
1224,13254473,"Vijay Pepakayala","2025-01-24 09:08:30",0.78947,2,vijaypepakayala
1225,12858047,"Knt Kjtr","2025-01-24 09:27:12",0.78947,1,kntkjtr
1226,13253311,"Liana Rudd","2025-01-25 02:14:33",0.78947,3,lianarudd
1227,13258128,HyungjinKim0,"2025-01-25 12:07:17",0.78947,8,hyungjinkim0
1228,13250214,rikuo20030425,"2025-01-25 13:47:40",0.78947,2,rikuo20030425
1229,13257680,imbear,"2025-01-25 15:41:40",0.78947,3,imbear
